epoch,step,param_name,grad_mean,grad_std,grad_max,lr
0,0,gcns.0.lin.weight,0.1479819267988205,0.004488916136324406,4.696045875549316,0.0004
0,0,gcns.0.lin.bias,0.8556500673294067,0.003174679586663842,3.1609537601470947,0.0004
0,0,gcns.0.ln.weight,0.30447840690612793,0.0031998753547668457,7.999200344085693,0.0004
0,0,gcns.0.ln.bias,0.3021712005138397,0.0031999964267015457,0.0031999964267015457,0.0004
0,0,head_array.weight,4.1326704025268555,0.007838355377316475,1.4306453466415405,0.0004
0,0,head_array.bias,0.5426069498062134,0.0009797943057492375,0.1752053201198578,0.0004
0,1,gcns.0.lin.weight,0.15762025117874146,0.003928720485419035,4.696653842926025,0.0004
0,1,gcns.0.lin.bias,0.8317668437957764,0.002828433411195874,3.160881757736206,0.0004
0,1,gcns.0.ln.weight,0.28452250361442566,0.0028491124976426363,7.998213768005371,0.0004
0,1,gcns.0.ln.bias,0.30017367005348206,0.0028710144106298685,0.005841956939548254,0.0004
0,1,head_array.weight,4.30224609375,0.007599944714456797,1.4299856424331665,0.0004
0,1,head_array.bias,0.5646607875823975,0.000953297654632479,0.17472884058952332,0.0004
0,2,gcns.0.lin.weight,0.18248657882213593,0.0037978137843310833,4.6972336769104,0.0004
0,2,gcns.0.lin.bias,1.1709991693496704,0.0027000843547284603,3.160526752471924,0.0004
0,2,gcns.0.ln.weight,0.40955230593681335,0.00271814432926476,7.997269153594971,0.0004
0,2,gcns.0.ln.bias,0.38232487440109253,0.0027296445332467556,0.008534426800906658,0.0004
0,2,head_array.weight,5.020896911621094,0.007044793106615543,1.4292874336242676,0.0004
0,2,head_array.bias,0.65855872631073,0.0008822006639093161,0.1743849515914917,0.0004
0,3,gcns.0.lin.weight,0.09924886375665665,0.003680967492982745,4.697831153869629,0.0004
0,3,gcns.0.lin.bias,0.6151729226112366,0.002643471583724022,3.1601479053497314,0.0004
0,3,gcns.0.ln.weight,0.2198985517024994,0.0026545082218945026,7.996386528015137,0.0004
0,3,gcns.0.ln.bias,0.20686237514019012,0.0026674706023186445,0.011160806752741337,0.0004
0,3,head_array.weight,2.842836618423462,0.006808393634855747,1.42862868309021,0.0004
0,3,head_array.bias,0.37306442856788635,0.0008535381639376283,0.17407789826393127,0.0004
0,4,gcns.0.lin.weight,0.16811849176883698,0.0037891061510890722,4.69839334487915,0.0004
0,4,gcns.0.lin.bias,1.0372068881988525,0.0027131671085953712,3.159729242324829,0.0004
0,4,gcns.0.ln.weight,0.3600964844226837,0.0027274612803012133,7.995530128479004,0.0004
0,4,gcns.0.ln.bias,0.34024402499198914,0.002748426515609026,0.01387834083288908,0.0004
0,4,head_array.weight,4.759883880615234,0.006888898555189371,1.4279848337173462,0.0004
0,4,head_array.bias,0.6239789724349976,0.0008656281279399991,0.17379173636436462,0.0004
0,5,gcns.0.lin.weight,0.14651067554950714,0.0037843650206923485,4.698893070220947,0.0004
0,5,gcns.0.lin.bias,0.925470769405365,0.0027138241566717625,3.1593756675720215,0.0004
0,5,gcns.0.ln.weight,0.3339724540710449,0.00268970406614244,7.994735240936279,0.0004
0,5,gcns.0.ln.bias,0.3081367313861847,0.0027172083500772715,0.01655791699886322,0.0004
0,5,head_array.weight,4.508423805236816,0.006873591337352991,1.4273765087127686,0.0004
0,5,head_array.bias,0.5916886925697327,0.0008641372551210225,0.17351514101028442,0.0004
0,6,gcns.0.lin.weight,0.11726277321577072,0.0037093174178153276,4.699310779571533,0.0004
0,6,gcns.0.lin.bias,0.7227228879928589,0.002650967100635171,3.1591131687164307,0.0004
0,6,gcns.0.ln.weight,0.26598307490348816,0.0025871663819998503,7.993993759155273,0.0004
0,6,gcns.0.ln.bias,0.2457498013973236,0.0026193466037511826,0.019134705886244774,0.0004
0,6,head_array.weight,3.755159854888916,0.006763211451470852,1.4268367290496826,0.0004
0,6,head_array.bias,0.4921516478061676,0.0008505047298967838,0.173222154378891,0.0004
0,7,gcns.0.lin.weight,0.11400847882032394,0.0036634409334510565,4.699670791625977,0.0004
0,7,gcns.0.lin.bias,0.7043227553367615,0.0026313946582376957,3.1588833332061768,0.0004
0,7,gcns.0.ln.weight,0.25509992241859436,0.002563855145126581,7.993277549743652,0.0004
0,7,gcns.0.ln.bias,0.23927466571331024,0.0025918828323483467,0.02168204076588154,0.0004
0,7,head_array.weight,3.5427908897399902,0.006666229106485844,1.4263606071472168,0.0004
0,7,head_array.bias,0.4653570055961609,0.0008396840421482921,0.17291687428951263,0.0004
0,8,gcns.0.lin.weight,0.10953925549983978,0.0034710008185356855,4.699916362762451,0.0004
0,8,gcns.0.lin.bias,0.6156362891197205,0.002490425482392311,3.1586477756500244,0.0004
0,8,gcns.0.ln.weight,0.2143263965845108,0.0024548862129449844,7.992556571960449,0.0004
0,8,gcns.0.ln.bias,0.20561480522155762,0.0024781255051493645,0.024092040956020355,0.0004
0,8,head_array.weight,2.5905559062957764,0.006048558279871941,1.4259096384048462,0.0004
0,8,head_array.bias,0.33933717012405396,0.0007610270986333489,0.17266963422298431,0.0004
1,0,gcns.0.lin.weight,0.15381906926631927,0.0033885843586176634,4.700057029724121,0.0004
1,0,gcns.0.lin.bias,0.8928818106651306,0.0024622706696391106,3.158412218093872,0.0004
1,0,gcns.0.ln.weight,0.3222660720348358,0.002416851231828332,7.991840839385986,0.0004
1,0,gcns.0.ln.bias,0.300381064414978,0.0024417773820459843,0.026401765644550323,0.0004
1,0,head_array.weight,4.078065395355225,0.005714811850339174,1.4254919290542603,0.0004
1,0,head_array.bias,0.5356258153915405,0.0007189559401012957,0.17242279648780823,0.0004
1,1,gcns.0.lin.weight,0.11573745310306549,0.0033067886251956224,4.700150012969971,0.0004
1,1,gcns.0.lin.bias,0.6585446000099182,0.0023993151262402534,3.158190965652466,0.0004
1,1,gcns.0.ln.weight,0.22135406732559204,0.0023448956198990345,7.991134166717529,0.0004
1,1,gcns.0.ln.bias,0.2180229276418686,0.0023742802441120148,0.02865695394575596,0.0004
1,1,head_array.weight,2.9722235202789307,0.0054634250700473785,1.4251022338867188,0.0004
1,1,head_array.bias,0.39125001430511475,0.00068897835444659,0.1721772700548172,0.0004
1,2,gcns.0.lin.weight,0.13846561312675476,0.003314838046208024,4.700216293334961,0.0004
1,2,gcns.0.lin.bias,0.8303513526916504,0.0023989593610167503,3.1579995155334473,0.0004
1,2,gcns.0.ln.weight,0.28990113735198975,0.002343549160286784,7.990446090698242,0.0004
1,2,gcns.0.ln.bias,0.2756216526031494,0.002375145209953189,0.030909348279237747,0.0004
1,2,head_array.weight,4.095378875732422,0.005451873876154423,1.4247372150421143,0.0004
1,2,head_array.bias,0.5382381081581116,0.0006871580262668431,0.17192108929157257,0.0004
1,3,gcns.0.lin.weight,0.09788557887077332,0.003186212619766593,4.700218677520752,0.0004
1,3,gcns.0.lin.bias,0.6087644696235657,0.0023123829159885645,3.157841920852661,0.0004
1,3,gcns.0.ln.weight,0.20184940099716187,0.00225765909999609,7.989792823791504,0.0004
1,3,gcns.0.ln.bias,0.19270090758800507,0.002290796721354127,0.03301509469747543,0.0004
1,3,head_array.weight,2.9055263996124268,0.005266556516289711,1.4244238138198853,0.0004
1,3,head_array.bias,0.381937175989151,0.0006640724022872746,0.1716478317975998,0.0004
1,4,gcns.0.lin.weight,0.15131404995918274,0.003144242335110903,4.70021390914917,0.0004
1,4,gcns.0.lin.bias,0.8665133714675903,0.0022874304559081793,3.157696008682251,0.0004
1,4,gcns.0.ln.weight,0.28665533661842346,0.002243127441033721,7.989128589630127,0.0004
1,4,gcns.0.ln.bias,0.2723247706890106,0.0022754473611712456,0.03503071889281273,0.0004
1,4,head_array.weight,3.865389347076416,0.005195986479520798,1.4241220951080322,0.0004
1,4,head_array.bias,0.5070132613182068,0.0006533633568324149,0.17142176628112793,0.0004
1,5,gcns.0.lin.weight,0.20395483076572418,0.003118049819022417,4.700212001800537,0.0004
1,5,gcns.0.lin.bias,1.0603688955307007,0.0022259841207414865,3.157452344894409,0.0004
1,5,gcns.0.ln.weight,0.3161328136920929,0.0022220753598958254,7.988412380218506,0.0004
1,5,gcns.0.ln.bias,0.35478946566581726,0.0022489677648991346,0.037011995911598206,0.0004
1,5,head_array.weight,3.9376628398895264,0.0048381309024989605,1.4237661361694336,0.0004
1,5,head_array.bias,0.5180746912956238,0.0006072125979699194,0.17130208015441895,0.0004
1,6,gcns.0.lin.weight,0.12988772988319397,0.0031465075444430113,4.700201511383057,0.0004
1,6,gcns.0.lin.bias,0.6832906603813171,0.0022399413865059614,3.1571826934814453,0.0004
1,6,gcns.0.ln.weight,0.22097662091255188,0.002237429143860936,7.987689971923828,0.0004
1,6,gcns.0.ln.bias,0.23180986940860748,0.0022660542745143175,0.03901839628815651,0.0004
1,6,head_array.weight,2.8064608573913574,0.004758154973387718,1.4234100580215454,0.0004
1,6,head_array.bias,0.3690170347690582,0.0005969592020846903,0.17120014131069183,0.0004
1,7,gcns.0.lin.weight,0.1775684803724289,0.003228232264518738,4.700188636779785,0.0004
1,7,gcns.0.lin.bias,0.9543876647949219,0.002288894262164831,3.1568961143493652,0.0004
1,7,gcns.0.ln.weight,0.30992040038108826,0.002294287085533142,7.9869513511657715,0.0004
1,7,gcns.0.ln.bias,0.3144242465496063,0.0023183783050626516,0.041028957813978195,0.0004
1,7,head_array.weight,3.9662320613861084,0.004914245568215847,1.4230461120605469,0.0004
1,7,head_array.bias,0.5205821990966797,0.0006160070770420134,0.17113739252090454,0.0004
1,8,gcns.0.lin.weight,0.17213767766952515,0.0032716807909309864,4.700186729431152,0.0004
1,8,gcns.0.lin.bias,0.8775590062141418,0.002317162463441491,3.1565628051757812,0.0004
1,8,gcns.0.ln.weight,0.26692062616348267,0.002338800113648176,7.986199378967285,0.0004
1,8,gcns.0.ln.bias,0.2914169430732727,0.002361110644415021,0.04307161644101143,0.0004
1,8,head_array.weight,3.3585004806518555,0.004849520046263933,1.4226748943328857,0.0004
1,8,head_array.bias,0.44095611572265625,0.0006073350086808205,0.17111031711101532,0.0004
2,0,gcns.0.lin.weight,0.13707728683948517,0.0032809991389513016,4.700173377990723,0.0004
2,0,gcns.0.lin.bias,0.705707848072052,0.002317887032404542,3.156221389770508,0.0004
2,0,gcns.0.ln.weight,0.22152122855186462,0.002342549618333578,7.985456943511963,0.0004
2,0,gcns.0.ln.bias,0.23735038936138153,0.0023651537485420704,0.045135241001844406,0.0004
2,0,head_array.weight,3.1288485527038574,0.00478818966075778,1.4223204851150513,0.0004
2,0,head_array.bias,0.41158396005630493,0.0005990624777041376,0.17107319831848145,0.0004
2,1,gcns.0.lin.weight,0.21140827238559723,0.003364658448845148,4.700145244598389,0.0004
2,1,gcns.0.lin.bias,1.0907106399536133,0.002363937208428979,3.1558644771575928,0.0004
2,1,gcns.0.ln.weight,0.3683701455593109,0.0023985030129551888,7.984697341918945,0.0004
2,1,gcns.0.ln.bias,0.38443687558174133,0.002413681009784341,0.04721768945455551,0.0004
2,1,head_array.weight,4.59170389175415,0.004934538621455431,1.4219650030136108,0.0004
2,1,head_array.bias,0.6030943989753723,0.000617516110651195,0.1710614264011383,0.0004
2,2,gcns.0.lin.weight,0.12505823373794556,0.003289281390607357,4.7001261711120605,0.0004
2,2,gcns.0.lin.bias,0.6366687417030334,0.0023116266820579767,3.155508041381836,0.0004
2,2,gcns.0.ln.weight,0.20322567224502563,0.002349106129258871,7.983972072601318,0.0004
2,2,gcns.0.ln.bias,0.21921466290950775,0.0023625525645911694,0.04931725561618805,0.0004
2,2,head_array.weight,2.799834966659546,0.004670342896133661,1.4216322898864746,0.0004
2,2,head_array.bias,0.3682938516139984,0.0005834317416884005,0.17103587090969086,0.0004
2,3,gcns.0.lin.weight,0.10925346612930298,0.0032289079390466213,4.700116157531738,0.0004
2,3,gcns.0.lin.bias,0.5318296551704407,0.0022598665673285723,3.1551589965820312,0.0004
2,3,gcns.0.ln.weight,0.16732555627822876,0.0023026508279144764,7.983275413513184,0.0004
2,3,gcns.0.ln.bias,0.18829679489135742,0.00231330213136971,0.05139576271176338,0.0004
2,3,head_array.weight,2.382719039916992,0.004464254714548588,1.4213175773620605,0.0004
2,3,head_array.bias,0.3134637176990509,0.0005571998772211373,0.17099857330322266,0.0004
2,4,gcns.0.lin.weight,0.1241619884967804,0.003086676122620702,4.700085163116455,0.0004
2,4,gcns.0.lin.bias,0.6264960765838623,0.00217752275057137,3.1548380851745605,0.0004
2,4,gcns.0.ln.weight,0.1794358789920807,0.002209346741437912,7.982614040374756,0.0004
2,4,gcns.0.ln.bias,0.2069825679063797,0.002226547570899129,0.053408484905958176,0.0004
2,4,head_array.weight,3.1877434253692627,0.004415954928845167,1.4210447072982788,0.0004
2,4,head_array.bias,0.4192432761192322,0.0005503002321347594,0.17091523110866547,0.0004
2,5,gcns.0.lin.weight,0.10231809318065643,0.002959616482257843,4.700108528137207,0.0004
2,5,gcns.0.lin.bias,0.5748084783554077,0.002109566470608115,3.154508113861084,0.0004
2,5,gcns.0.ln.weight,0.18828894197940826,0.002141152275726199,7.981963634490967,0.0004
2,5,gcns.0.ln.bias,0.206139475107193,0.0021691860165446997,0.05536913126707077,0.0004
2,5,head_array.weight,2.280225992202759,0.004078258760273457,1.4207639694213867,0.0004
2,5,head_array.bias,0.30091241002082825,0.0005103363655507565,0.17085154354572296,0.0004
2,6,gcns.0.lin.weight,0.13439151644706726,0.0029372284188866615,4.700111389160156,0.0004
2,6,gcns.0.lin.bias,0.6344788670539856,0.0020897281356155872,3.1541965007781982,0.0004
2,6,gcns.0.ln.weight,0.1975702941417694,0.0021308378782123327,7.981339931488037,0.0004
2,6,gcns.0.ln.bias,0.22815848886966705,0.0021586259827017784,0.05731302499771118,0.0004
2,6,head_array.weight,3.1537020206451416,0.004139133729040623,1.4205125570297241,0.0004
2,6,head_array.bias,0.41490522027015686,0.0005174197722226381,0.17075422406196594,0.0004
2,7,gcns.0.lin.weight,0.13037563860416412,0.002942403545603156,4.700176239013672,0.0004
2,7,gcns.0.lin.bias,0.6962271928787231,0.002118914620950818,3.1538686752319336,0.0004
2,7,gcns.0.ln.weight,0.21531671285629272,0.0021606707014143467,7.980715274810791,0.0004
2,7,gcns.0.ln.bias,0.23798073828220367,0.0021951275411993265,0.05928197130560875,0.0004
2,7,head_array.weight,2.9006900787353516,0.004104690160602331,1.4202525615692139,0.0004
2,7,head_array.bias,0.3826567530632019,0.0005152726080268621,0.1706763058900833,0.0004
2,8,gcns.0.lin.weight,0.1441180258989334,0.003002715529873967,4.700252056121826,0.0004
2,8,gcns.0.lin.bias,0.7698533535003662,0.0021703748498111963,3.153521776199341,0.0004
2,8,gcns.0.ln.weight,0.2559281289577484,0.0022150303702801466,7.980090141296387,0.0004
2,8,gcns.0.ln.bias,0.2837335169315338,0.0022553629241883755,0.06128208339214325,0.0004
2,8,head_array.weight,3.2090137004852295,0.00411878852173686,1.419987678527832,0.0004
2,8,head_array.bias,0.42291826009750366,0.0005180968437343836,0.1706133335828781,0.0004
3,0,gcns.0.lin.weight,0.09854020923376083,0.0029442571103572845,4.700387001037598,0.0004
3,0,gcns.0.lin.bias,0.5792604088783264,0.00214046286419034,3.153183698654175,0.0004
3,0,gcns.0.ln.weight,0.18308542668819427,0.0021943773608654737,7.979475498199463,0.0004
3,0,gcns.0.ln.bias,0.19364595413208008,0.0022420063614845276,0.06326117366552353,0.0004
3,0,head_array.weight,2.4051527976989746,0.004019294399768114,1.4197230339050293,0.0004
3,0,head_array.bias,0.31693387031555176,0.0005066324956715107,0.1705712229013443,0.0004
3,1,gcns.0.lin.weight,0.13254785537719727,0.0029646148905158043,4.700533866882324,0.0004
3,1,gcns.0.lin.bias,0.7784275412559509,0.0021513206884264946,3.1528396606445312,0.0004
3,1,gcns.0.ln.weight,0.2633168697357178,0.002224972937256098,7.978877067565918,0.0004
3,1,gcns.0.ln.bias,0.2774377167224884,0.00227170716971159,0.06524673849344254,0.0004
3,1,head_array.weight,3.1619017124176025,0.004058935679495335,1.419464111328125,0.0004
3,1,head_array.bias,0.4160040318965912,0.000511528633069247,0.17053420841693878,0.0004
3,2,gcns.0.lin.weight,0.09643124788999557,0.002826822455972433,4.700668811798096,0.0004
3,2,gcns.0.lin.bias,0.5018937587738037,0.002072771778330207,3.1525216102600098,0.0004
3,2,gcns.0.ln.weight,0.14737334847450256,0.002131140325218439,7.978321552276611,0.0004
3,2,gcns.0.ln.bias,0.16631931066513062,0.00218361709266901,0.06715890765190125,0.0004
3,2,head_array.weight,2.5707576274871826,0.004058055579662323,1.4192430973052979,0.0004
3,2,head_array.bias,0.33912748098373413,0.0005116511601954699,0.17046551406383514,0.0004
3,3,gcns.0.lin.weight,0.10514941066503525,0.0028166365809738636,4.700809001922607,0.0004
3,3,gcns.0.lin.bias,0.5771507024765015,0.002057337434962392,3.1522154808044434,0.0004
3,3,gcns.0.ln.weight,0.17579473555088043,0.002128824358806014,7.977782249450684,0.0004
