epoch,step,param_name,grad_norm,update_norm,param_norm,lr
0,0,gcns.0.alpha1,0.011724417097866535,0.0004000067710876465,0.9995999932289124,0.0004
0,0,gcns.0.alpha2,0.0034570922143757343,0.0004000067710876465,0.9995999932289124,0.0004
0,0,gcns.0.lin.weight,0.1052345559000969,0.004525450058281422,4.695112705230713,0.0004
0,0,gcns.0.lin.bias,0.3645083010196686,0.003200039267539978,3.1601150035858154,0.0004
0,0,gcns.0.ln.weight,0.15795131027698517,0.0031721412669867277,7.999853134155273,0.0004
0,0,gcns.0.ln.bias,0.16631220281124115,0.003174720797687769,0.003174720797687769,0.0004
0,0,gcns.1.alpha1,0.007674060761928558,0.0003999471664428711,1.0003999471664429,0.0004
0,0,gcns.1.alpha2,0.0029862935189157724,0.0003999471664428711,1.0003999471664429,0.0004
0,0,gcns.1.lin.weight,2.0765488147735596,0.025315342471003532,4.5871171951293945,0.0004
0,0,gcns.1.lin.bias,0.2183244824409485,0.0031999920029193163,0.558222234249115,0.0004
0,0,gcns.1.ln.weight,0.22614015638828278,0.0031617661006748676,7.999642372131348,0.0004
0,0,gcns.1.ln.bias,0.17831209301948547,0.0031737626995891333,0.0031737626995891333,0.0004
0,0,head_array.weight,2.2254538536071777,0.007770034484565258,1.4182575941085815,0.0004
0,0,head_array.bias,0.4226263165473938,0.000979794654995203,0.1981307417154312,0.0004
0,1,gcns.0.alpha1,0.027529608458280563,0.0003788471221923828,0.99922114610672,0.0004
0,1,gcns.0.alpha2,0.01731325127184391,0.00034433603286743164,0.9992556571960449,0.0004
0,1,gcns.0.lin.weight,0.12090015411376953,0.004052201751619577,4.694698810577393,0.0004
0,1,gcns.0.lin.bias,0.3989477753639221,0.0028768032789230347,3.1589701175689697,0.0004
0,1,gcns.0.ln.weight,0.18157459795475006,0.002818209119141102,7.999495506286621,0.0004
0,1,gcns.0.ln.bias,0.18278667330741882,0.0028435997664928436,0.005862425081431866,0.0004
0,1,gcns.1.alpha1,0.011892760172486305,0.0003954172134399414,1.0007953643798828,0.0004
0,1,gcns.1.alpha2,0.009291407652199268,0.00036537647247314453,1.000765323638916,0.0004
0,1,gcns.1.lin.weight,2.282745361328125,0.02198152430355549,4.587430477142334,0.0004
0,1,gcns.1.lin.bias,0.23930642008781433,0.0027955237310379744,0.5583409667015076,0.0004
0,1,gcns.1.ln.weight,0.22155551612377167,0.0027608240488916636,7.999111652374268,0.0004
0,1,gcns.1.ln.bias,0.19788695871829987,0.0028088027611374855,0.005836996249854565,0.0004
0,1,head_array.weight,2.588888168334961,0.0067178038880229,1.4176356792449951,0.0004
0,1,head_array.bias,0.49382373690605164,0.0008501842385157943,0.19812838733196259,0.0004
0,2,gcns.0.alpha1,0.03794601559638977,0.0003819465637207031,0.9988391995429993,0.0004
0,2,gcns.0.alpha2,0.02870859205722809,0.00035709142684936523,0.9988985657691956,0.0004
0,2,gcns.0.lin.weight,0.12497933954000473,0.0038690173532813787,4.6942338943481445,0.0004
0,2,gcns.0.lin.bias,0.4051951766014099,0.0027982064057141542,3.1579108238220215,0.0004
0,2,gcns.0.ln.weight,0.17107416689395905,0.0027233290020376444,7.999088287353516,0.0004
0,2,gcns.0.ln.bias,0.1854897290468216,0.0027594284620136023,0.008497667498886585,0.0004
0,2,gcns.1.alpha1,0.005101102404296398,0.00037419795989990234,1.0011695623397827,0.0004
0,2,gcns.1.alpha2,0.005228294990956783,0.00036966800689697266,1.001134991645813,0.0004
0,2,gcns.1.lin.weight,2.21059250831604,0.02012867107987404,4.587501049041748,0.0004
0,2,gcns.1.lin.bias,0.2315421998500824,0.002577117644250393,0.5583832859992981,0.0004
0,2,gcns.1.ln.weight,0.19157224893569946,0.0025988551788032055,7.998486518859863,0.0004
0,2,gcns.1.ln.bias,0.1887204796075821,0.0026361430063843727,0.008226564154028893,0.0004
0,2,head_array.weight,2.5869884490966797,0.00686108972877264,1.4168188571929932,0.0004
0,2,head_array.bias,0.4953559935092926,0.0008804810931906104,0.19808116555213928,0.0004
0,3,gcns.0.alpha1,0.01864742860198021,0.0003756284713745117,0.9984635710716248,0.0004
0,3,gcns.0.alpha2,0.011904960498213768,0.00035321712493896484,0.9985453486442566,0.0004
0,3,gcns.0.lin.weight,0.08392129838466644,0.0037570642307400703,4.693899154663086,0.0004
0,3,gcns.0.lin.bias,0.26896193623542786,0.0027273816522210836,3.1569013595581055,0.0004
0,3,gcns.0.ln.weight,0.10961452126502991,0.002583012217655778,7.998787879943848,0.0004
0,3,gcns.0.ln.bias,0.12221258133649826,0.0026382922660559416,0.011017375625669956,0.0004
0,3,gcns.1.alpha1,0.0004875263257417828,0.0002988576889038086,1.0014684200286865,0.0004
0,3,gcns.1.alpha2,0.0018272397574037313,0.0002608299255371094,1.00139582157135,0.0004
0,3,gcns.1.lin.weight,1.6614439487457275,0.01965051330626011,4.587671756744385,0.0004
0,3,gcns.1.lin.bias,0.17398680746555328,0.0024653004948049784,0.5584108829498291,0.0004
0,3,gcns.1.ln.weight,0.14405657351016998,0.002455782378092408,7.998058795928955,0.0004
0,3,gcns.1.ln.bias,0.14234673976898193,0.0024805893190205097,0.010538854636251926,0.0004
0,3,head_array.weight,1.9480211734771729,0.006419522687792778,1.4160864353179932,0.0004
0,3,head_array.bias,0.37544122338294983,0.000827019743155688,0.19798456132411957,0.0004
0,4,gcns.0.alpha1,0.00943262130022049,0.00027316808700561523,0.9981904029846191,0.0004
0,4,gcns.0.alpha2,0.0115439984947443,0.00021696090698242188,0.9983283877372742,0.0004
0,4,gcns.0.lin.weight,0.08897174894809723,0.003598252311348915,4.693787097930908,0.0004
0,4,gcns.0.lin.bias,0.3001726567745209,0.0025049711111932993,3.1559720039367676,0.0004
0,4,gcns.0.ln.weight,0.13349466025829315,0.002376632299274206,7.998672008514404,0.0004
0,4,gcns.0.ln.bias,0.13679121434688568,0.0024159844033420086,0.013324378058314323,0.0004
0,4,gcns.1.alpha1,0.003993861842900515,0.0001881122589111328,1.0016565322875977,0.0004
0,4,gcns.1.alpha2,0.00785034615546465,5.543231964111328e-05,1.0014512538909912,0.0004
0,4,gcns.1.lin.weight,1.991341233253479,0.019250309094786644,4.5881500244140625,0.0004
0,4,gcns.1.lin.bias,0.20864224433898926,0.0024343999102711678,0.5584858059883118,0.0004
0,4,gcns.1.ln.weight,0.18707038462162018,0.002317856065928936,7.997864246368408,0.0004
0,4,gcns.1.ln.bias,0.16610106825828552,0.002345080953091383,0.012721316888928413,0.0004
0,4,head_array.weight,2.021576166152954,0.005919352173805237,1.4156376123428345,0.0004
0,4,head_array.bias,0.3907197415828705,0.0007634015055373311,0.19786818325519562,0.0004
0,5,gcns.0.alpha1,0.008795130997896194,0.00026667118072509766,0.997923731803894,0.0004
0,5,gcns.0.alpha2,0.0028556264005601406,0.00020229816436767578,0.9981260895729065,0.0004
0,5,gcns.0.lin.weight,0.1179484874010086,0.0036477248650044203,4.693690776824951,0.0004
0,5,gcns.0.lin.bias,0.3737820088863373,0.002522761235013604,3.1550655364990234,0.0004
0,5,gcns.0.ln.weight,0.16178426146507263,0.0024159778840839863,7.998581886291504,0.0004
0,5,gcns.0.ln.bias,0.16975893080234528,0.0024510985240340233,0.015671513974666595,0.0004
0,5,gcns.1.alpha1,0.00039544771425426006,0.00016736984252929688,1.001823902130127,0.0004
0,5,gcns.1.alpha2,0.0017514314968138933,2.086162567138672e-05,1.0014721155166626,0.0004
0,5,gcns.1.lin.weight,2.3258814811706543,0.019798461347818375,4.5887451171875,0.0004
0,5,gcns.1.lin.bias,0.2436080276966095,0.0025084097869694233,0.5585479140281677,0.0004
0,5,gcns.1.ln.weight,0.2122388631105423,0.0023921483661979437,7.997737407684326,0.0004
0,5,gcns.1.ln.bias,0.19533129036426544,0.002412492176517844,0.014964776113629341,0.0004
0,5,head_array.weight,2.4726321697235107,0.0059692212380468845,1.4152737855911255,0.0004
0,5,head_array.bias,0.48041051626205444,0.0007707129698246717,0.19773557782173157,0.0004
0,6,gcns.0.alpha1,0.016015125438570976,0.0001647472381591797,0.9977589845657349,0.0004
0,6,gcns.0.alpha2,0.016267061233520508,8.171796798706055e-05,0.9980443716049194,0.0004
0,6,gcns.0.lin.weight,0.07488936185836792,0.0034909381065517664,4.6937384605407715,0.0004
0,6,gcns.0.lin.bias,0.24629883468151093,0.0023813305888324976,3.1542160511016846,0.0004
0,6,gcns.0.ln.weight,0.10663224756717682,0.002304792869836092,7.998621463775635,0.0004
0,6,gcns.0.ln.bias,0.11238081008195877,0.002320473548024893,0.017832281067967415,0.0004
0,6,gcns.1.alpha1,0.0021379883401095867,0.00011718273162841797,1.0019410848617554,0.0004
0,6,gcns.1.alpha2,0.005970091558992863,6.389617919921875e-05,1.0014082193374634,0.0004
0,6,gcns.1.lin.weight,1.8613736629486084,0.019503049552440643,4.58947229385376,0.0004
0,6,gcns.1.lin.bias,0.1956254541873932,0.0024810992181301117,0.5586921572685242,0.0004
0,6,gcns.1.ln.weight,0.16848865151405334,0.002283145673573017,7.9976487159729,0.0004
0,6,gcns.1.ln.bias,0.15892034769058228,0.0023040883243083954,0.01708407886326313,0.0004
0,6,head_array.weight,1.9980140924453735,0.005641165655106306,1.415004849433899,0.0004
0,6,head_array.bias,0.3904274106025696,0.0007298440905287862,0.19764897227287292,0.0004
0,7,gcns.0.alpha1,0.024026300758123398,5.46574592590332e-05,0.9977043271064758,0.0004
0,7,gcns.0.alpha2,0.022512685507535934,3.24249267578125e-05,0.9980767965316772,0.0004
0,7,gcns.0.lin.weight,0.08537966012954712,0.0033854516223073006,4.693953037261963,0.0004
0,7,gcns.0.lin.bias,0.30147936940193176,0.0022682426497340202,3.153477668762207,0.0004
0,7,gcns.0.ln.weight,0.13495583832263947,0.0022736643441021442,7.998776435852051,0.0004
0,7,gcns.0.ln.bias,0.13802123069763184,0.002280542626976967,0.01983644999563694,0.0004
0,7,gcns.1.alpha1,0.0077349403873085976,4.887580871582031e-06,1.001945972442627,0.0004
0,7,gcns.1.alpha2,0.011788726784288883,0.00016677379608154297,1.0012414455413818,0.0004
0,7,gcns.1.lin.weight,2.0301802158355713,0.019308699294924736,4.590324878692627,0.0004
0,7,gcns.1.lin.bias,0.212579146027565,0.002468144055455923,0.5589306950569153,0.0004
0,7,gcns.1.ln.weight,0.17575831711292267,0.00223649013787508,7.997610092163086,0.0004
0,7,gcns.1.ln.bias,0.1709265261888504,0.0022540525533258915,0.019065186381340027,0.0004
0,7,head_array.weight,2.217421531677246,0.005433315876871347,1.4148715734481812,0.0004
0,7,head_array.bias,0.4341813027858734,0.0007024360238574445,0.19759458303451538,0.0004
0,8,gcns.0.alpha1,0.005145357456058264,3.17692756652832e-05,0.9976725578308105,0.0004
0,8,gcns.0.alpha2,0.0045233480632305145,4.750490188598633e-05,0.9981243014335632,0.0004
0,8,gcns.0.lin.weight,0.08754142373800278,0.0033494122326374054,4.694161415100098,0.0004
0,8,gcns.0.lin.bias,0.27802345156669617,0.002194633474573493,3.1528289318084717,0.0004
0,8,gcns.0.ln.weight,0.10875461995601654,0.002252135658636689,7.99891996383667,0.0004
0,8,gcns.0.ln.bias,0.1266721934080124,0.0022646684665232897,0.02181174047291279,0.0004
0,8,gcns.1.alpha1,0.0033073374070227146,3.2067298889160156e-05,1.0019139051437378,0.0004
0,8,gcns.1.alpha2,0.003644887823611498,0.00018203258514404297,1.0010594129562378,0.0004
0,8,gcns.1.lin.weight,1.8231562376022339,0.018679536879062653,4.591097354888916,0.0004
0,8,gcns.1.lin.bias,0.19103702902793884,0.0023811638820916414,0.5591824650764465,0.0004
0,8,gcns.1.ln.weight,0.1386769711971283,0.0021794424392282963,7.997498035430908,0.0004
0,8,gcns.1.ln.bias,0.1561642289161682,0.0021999680902808905,0.020984450355172157,0.0004
0,8,head_array.weight,2.2039225101470947,0.005321831442415714,1.4146010875701904,0.0004
0,8,head_array.bias,0.4337637424468994,0.0006952300318516791,0.19757649302482605,0.0004
1,0,gcns.0.alpha1,0.0084805553779006,1.2516975402832031e-06,0.9976713061332703,0.0004
