Epoch,Train_Loss,Val_Loss
1,4.01728253364563,3.6332863569259644
2,3.1673726558685305,3.6028138399124146
3,3.7298192977905273,3.57110595703125
4,3.222501754760742,3.5394341945648193
5,4.26983003616333,3.5105650424957275
6,3.0433206081390383,3.4818063974380493
7,3.353739356994629,3.4541854858398438
8,2.9601640462875367,3.42595636844635
9,2.9322966575622558,3.401003122329712
10,2.916920042037964,3.3790359497070312
11,3.7263998985290527,3.3587206602096558
12,3.4138750553131105,3.337517023086548
13,3.0210973739624025,3.3182387351989746
14,2.872172498703003,3.3011425733566284
15,2.883629083633423,3.2847505807876587
16,2.862883281707764,3.2696462869644165
17,2.82984037399292,3.2544087171554565
18,2.9792184352874758,3.2412256002426147
19,3.403050494194031,3.229979157447815
20,2.778068113327026,3.217415452003479
21,2.7780182361602783,3.2052782773971558
22,3.161363410949707,3.1935720443725586
23,3.5288454055786134,3.1803972721099854
24,2.7709386587142943,3.165472388267517
25,2.7538248777389525,3.1538314819335938
26,2.734927248954773,3.144791603088379
27,2.7709174394607543,3.136813521385193
28,3.0985694885253907,3.1314889192581177
29,2.7316172122955322,3.1293712854385376
30,3.5662986755371096,3.1275357007980347
31,2.714264392852783,3.127424478530884
32,2.727637529373169,3.126282572746277
33,3.2794742584228516,3.123966693878174
34,2.72229905128479,3.121219754219055
35,2.7506216526031495,3.1196110248565674
36,2.7264111280441283,3.1177539825439453
37,2.7284276723861693,3.116454839706421
38,2.768253946304321,3.1152199506759644
39,3.6677114486694338,3.1135871410369873
40,2.904126501083374,3.110831141471863
41,3.105930137634277,3.108790874481201
42,2.702189493179321,3.1072388887405396
43,2.727394771575928,3.105307936668396
44,2.6955446004867554,3.1031469106674194
45,3.491242241859436,3.1024025678634644
46,2.7262985706329346,3.0992385149002075
47,2.69879355430603,3.0979102849960327
48,4.026583790779114,3.0967408418655396
49,2.7072317361831666,3.0928064584732056
50,3.471125602722168,3.0895427465438843
